word,Positive,Negative
cấu thành,0,0
cáu tiết,0,0
cấy,0,0
cay cay,0,0
cây thạch thảo,0,0
cây thông,0,0
cay xè,0,0
chắc ăn,0,0
chắc nình nịch,0,0
chắc thắng,0,0
chai,0,0
chai cứng,0,0
chai đựng giấm,0,0
chàm,0,0
chạm,0,0
chậm,0,0
chân,0,0
chẵn,0,0
chặn,0,0
chân chính,0,0
chán chường,0,0
chăn gối,0,0
chân không,0,0
chăn nuôi,0,0
chẳng có một,0,0
chao đảo,0,0
chào đón,0,0
chấp hành,0,0
chật,0,0
chặt,0,0
chát chát,0,0
chặt chịa,0,0
chất chồng,0,0
chặt củi,0,0
chất đống,0,0
chất pha loảng,0,0
chất tẩy rửa,0,0
chay,0,0
cháy,0,0
chảy,0,0
cháy khô,0,0
chảy nước,0,0
chay tịnh,0,0
chảy xiết,0,0
chẻ,0,0
chế độ ăn kiêng,0,0
che kín mặt,0,0
che phủ,0,0
chếch,0,0
chệch choạc,0,0
chen lấn,0,0
chếnh choáng,0,0
chéo,0,0
chéo góc,0,0
chết dần,0,0
chết dần chết mòn,0,0
chết khiếp,0,0
chết mê chết mệt,0,0
chi,0,0
chỉ điềm,0,0
chỉ thị,0,0
chi tiết,0,0
chí tử,0,0
chia,0,0
chia hai nhánh,0,0
chia hết cho,0,0
chiếc ô,0,0
chiều dài,0,0
chiều dọc,0,0
chiếu lệ,0,0
chiều ngang,0,0
chiều rộng,0,0
chim,0,0
chín nẫu,0,0
chín ngấu,0,0
chín rữa,0,0
chính đáng,0,0
chính mình,0,0
chính thị,0,0
chính thống,0,0
chính thức,0,0
chính yếu,0,0
chỉnh yếu,0,0
chịu ảnh hưởng,0,0
chịu nén,0,0
chịu nước,0,0
chịu thuế,0,0
chó săn,0,0
chỗ trống,0,0
choáng,0,0
chọc cười,0,0
chối,0,0
chồm,0,0
chờm,0,0
chồm lên,0,0
chờm lên,0,0
chớm mắt cá,0,0
chồm tới,0,0
chờm tới,0,0
chổng,0,0
chồng chất,0,0
chồng chất lên nhau,0,0
chông gai,0,0
chổng lên,0,0
chống nạnh,0,0
chống từ,0,0
chóp,0,0
chớp,0,0
chốt cửa,0,0
Chú,0,0
chủ động,0,0
chu kì,0,0
chu kì sao,0,0
chu kỳ,0,0
chữ ký,0,0
chữ nghĩa,0,0
chủ nghĩa cá nhân,0,0
chữ nhật,0,0
chú thích,0,0
chu vi,0,0
chua,0,0
chứa,0,0
chửa,0,0
chưa an bài,0,0
chưa bão hoà,0,0
chứa ba-zơ,0,0
chữa bệnh,0,0
chưa cắt tóc,0,0
chưa chắc chắn,0,0
chưa chế biến,0,0
chưa chín,0,0
chưa chín kĩ,0,0
chưa có,0,0
chưa có người thuê,0,0
chưa có tiền lệ,0,0
chưa đăng quang,0,0
chưa đáo hạn,0,0
chưa đến hạn,0,0
chưa điều trị,0,0
chưa định,0,0
chưa định đoạt,0,0
chưa đủ lông,0,0
chưa dùng,0,0
chưa dùng đến,0,0
chưa được chứng minh,0,0
chưa được dọn,0,0
chưa được dọn sạch,0,0
chưa được khai thác,0,0
chưa được rọc,0,0
chưa được tận dụng,0,0
chưa được tấn phong,0,0
chưa được thanh toán,0,0
chưa được trả,0,0
chưa hẳn,0,0
chưa hạn định,0,0
chưa hoạn,0,0
chưa hỏng,0,0
chưa kết thúc,0,0
chưa làm,0,0
chưa làm lễ gia miện,0,0
chưa lên da non,0,0
chứa liên từ,0,0
chưa lớn,0,0
chưa mở,0,0
chứa muối,0,0
chua như giấm,0,0
chưa phát triển,0,0
chưa sơn,0,0
chưa thành hình,0,0
chưa thiến,0,0
chưa thuần,0,0
chưa tôi,0,0
chưa trưởng thành,0,0
chưa từng thấy,0,0
chưa xén lông,0,0
chưa xong,0,0
chưa xử lí,0,0
chuẩn,0,0
chuẩn bị,0,0
chuẩn mực,0,0
chuẩn xác,0,0
chuếnh choáng,0,0
chui,0,0
chung chăn gối,0,0
chung chung,0,0
chung cư,0,0
chứng minh,0,0
chừng mừng,0,0
chuối,0,0
chuông,0,0
chuyên,0,0
chuyện,0,0
chuyên cần,0,0
chuyển điệu,0,0
chuyển đổi,0,0
chuyển động,0,0
chuyên dụng,0,0
chuyển hướng,0,0
chuyển mình không ngừng,0,0
chuyển mình liên tục,0,0
chuyên ngành,0,0
chuyên sâu,0,0
chuyển vị,0,0
cơ,0,0
cổ,0,0
cờ,0,0
có âm tiết,0,0
có ảnh hưởng,0,0
có ba góc,0,0
có bản quyền,0,0
có băng,0,0
có bao phấn,0,0
cơ bắp,0,0
có bắp thịt rắn chắc,0,0
có ba-zơ,0,0
có bề mặt trơn,0,0
có bột,0,0
có búi,0,0
có cảm giác,0,0
có cấu trúc,0,0
có chất,0,0
có chất bổ,0,0
có chất độc,0,0
có chất độc hại,0,0
có chất liệu bạc,0,0
có chi,0,0
có chiều hướng,0,0
có chiều hướng về,0,0
có cho đường,0,0
có chóp,0,0
có chớp,0,0
có chóp nhọn,0,0
có chu kì,0,0
có chứa đồng,0,0
có chức năng,0,0
có chức năng vị ngữ,0,0
có chừng,0,0
có cơ sở,0,0
có da không trắng,0,0
có da màu,0,0
có da mầu,0,0
cô đặc,0,0
có đặc trưng lặp đi lặp lại,0,0
cổ đại,0,0
có đàm,0,0
có dấu,0,0
có đầu nhọn,0,0
có đi có lại,0,0
có địa chỉ,0,0
có đích đến,0,0
có điệu bộ sân khấu,0,0
có đỉnh,0,0
có đỉnh nhọn,0,0
cô độc,0,0
có đờm,0,0
có đồng,0,0
cô đọng,0,0
có động lực,0,0
có đường,0,0
có đường khâu nối,0,0
có gai,0,0
co giãn,0,0
có giáo dục,0,0
có giới hạn,0,0
có góc,0,0
có góc cạnh,0,0
có hai chân,0,0
có hạt,0,0
có hiệu lực hồi tố,0,0
có hiệu lực trở về trước,0,0
có hiệu nghiệm,0,0
có hình cầu,0,0
có hình chóp,0,0
có hình nón,0,0
có hình thuôn,0,0
có hột,0,0
có kế hoạch,0,0
cố kết,0,0
có kết nối,0,0
có khả năng nảy,0,0
có khả năng nẩy,0,0
có khả năng sinh ra,0,0
có khát vọng tình dục quá độ,0,0
có khuynh hướng,0,0
có kiến thức nông cạn,0,0
cổ kính,0,0
co lại,0,0
cô lập,0,0
có lát,0,0
có liên kết,0,0
có liên quan,0,0
có liên từ,0,0
có lợi cho sức khoẻ,0,0
có lông,0,0
có lông tơ,0,0
có lót,0,0
có lực hấp dẫn,0,0
có lực hút,0,0
có mái che,0,0
có mào,0,0
có mật,0,0
có màu,0,0
có mầu,0,0
có máu lạnh,0,0
có màu sắc,0,0
có mầu sắc,0,0
có màu xám,0,0
có màu xám đậm,0,0
có mầu xám đậm,0,0
có màu xám đen,0,0
có mầu xám đen,0,0
cỏ mọc đầy,0,0
có mọi quyền lực,0,0
có một không hai,0,0
có một tai,0,0
có mũi nhọn,0,0
có năng suất,0,0
có nệm,0,0
có ngăn,0,0
có ngạnh,0,0
có người cư trú,0,0
có người nhận,0,0
có người ở,0,0
có nhân,0,0
có nhau,0,0
có nhau thai,0,0
có nhị,0,0
có nhiều,0,0
có nhiều nhựa,0,0
có nhịp điệu,0,0
có nơi đến,0,0
có nối kết,0,0
có nơi nhận,0,0
có nước,0,0
có ô,0,0
có óc phán đoán,0,0
có phê bình,0,0
cổ quái,0,0
cơ quan,0,0
có quan hệ,0,0
có quan hệ tình dục,0,0
có quang hợp,0,0
có qui mô,0,0
có quy mô,0,0
có quy ước,0,0
có rắc đường,0,0
có răng cưa,0,0
có sẵn,0,0
có số,0,0
có sợi,0,0
có sức hấp dẫn,0,0
có sức lôi cuốn,0,0
cò súng,0,0
có tài ngoại giao,0,0
có tầm ảnh hưởng,0,0
có tay,0,0
có tay áo,0,0
có tên,0,0
có thẩm quyền,0,0
có thân hình,0,0
có thân thể,0,0
có thể,0,0
cơ thể,0,0
có thể chấp nhận,0,0
có thể chia đôi,0,0
có thể chia hai,0,0
có thể chịu được,0,0
có thể đếm được,0,0
có thể đi qua,0,0
có thể điều khiển,0,0
có thể đo lường,0,0
có thể dùng được,0,0
có thể được,0,0
có thể hoàn thành,0,0
cơ thể học,0,0
có thể là,0,0
có thể làm được,0,0
có thể nghe thấy,0,0
có thể nghĩ ra được,0,0
có thể nhận rõ,0,0
có thể nhìn thấy,0,0
có thể sai khiến,0,0
có thể sai lầm,0,0
có thể sinh sản,0,0
có thể so sánh,0,0
có thể so sánh được,0,0
có thể thừa nhận,0,0
có thể tính được,0,0
có thể tới được,0,0
có thể tồn tại,0,0
có thể tưởng tượng được,0,0
có thể xảy ra,0,0
có thể xuyên qua,0,0
có thiên hướng về,0,0
có thiện ý,0,0
có thớ,0,0
cờ thỏ cáo,0,0
có thoại,0,0
có thứ tự,0,0
có thực,0,0
có tỉ lệ xích lớn,0,0
có tiền lệ,0,0
có tính,0,0
có tính axit,0,0
có tính bán dẫn,0,0
có tính bao hàm,0,0
có tính chất axit,0,0
có tính chất bè lũ,0,0
có tính chất kéo bè kéo đảng,0,0
có tính chất kim loại,0,0
có tính chất lí thuyết,0,0
có tính chất lý thuyết,0,0
có tính chất nông thôn,0,0
có tính chất phường bọn,0,0
có tính chất thời sự,0,0
có tính chất vô sanh,0,0
có tính chất xã hội,0,0
có tính dẫn,0,0
có tính hoà nhập,0,0
có tính kết hợp,0,0
có tính kỉ luật,0,0
có tính kí thuật,0,0
có tính kiềm,0,0
có tính kim loại,0,0
có tính kinh tế,0,0
có tính kỹ thuật,0,0
có tính quang hợp,0,0
có tính quyết định,0,0
có tính thích nghi,0,0
có tổ chức,0,0
có trách nhiệm,0,0
có trang hoàng,0,0
có trang trí,0,0
có trật tự,0,0
có triệu chứng sốt,0,0
có trình tự,0,0
có trong không gian,0,0
cỡ trung,0,0
có trước,0,0
có tuổi,0,0
có uỷ quyền,0,0
có vẻ,0,0
có vẻ không thực,0,0
có vẻ nông thôn,0,0
có vết,0,0
có vị chanh,0,0
có vị giấm,0,0
có xác suất,0,0
có xơ,0,0
có xương sống,0,0
có ý,0,0
có ý nghĩa,0,0
có ý thức,0,0
cộc,0,0
cộc lốc,0,0
còi cọc,0,0
cõi trần,0,0
còi xương,0,0
con,0,0
còn,0,0
con cái,0,0
con cháu,0,0
con dơi,0,0
cơn gió,0,0
còn hoạt động,0,0
con kiến,0,0
con la,0,0
còn lại,0,0
còn mới,0,0
còn non,0,0
còn ở dạng phôi thai,0,0
còn phôi thai,0,0
con thuyền,0,0
con trăn,0,0
còn trống,0,0
còn trong ấp ủ,0,0
còn trong phôi thai,0,0
còn trong trứng nước,0,0
còn trứng nước,0,0
còn ươm mầm,0,0
còn xanh,0,0
cong,0,0
công,0,0
cộng,0,0
công cộng,0,0
công đoàn,0,0
cồng kềnh,0,0
cong lên,0,0
công nghệ cao,0,0
công nghệ thấp,0,0
công nghiệp,0,0
công nhận,0,0
công phu,0,0
cong xuống,0,0
cốt tử,0,0
cứ,0,0
cứ cách,0,0
cứ cách mỗi,0,0
cũ kĩ,0,0
cũ kỹ,0,0
cứ mỗi,0,0
cử nhân,0,0
cụ thể,0,0
cư xử,0,0
của chính phủ,0,0
của chính quyền,0,0
của giời,0,0
của nhân dân,0,0
của quân đồng minh,0,0
của trời,0,0
cực,0,0
cục bộ,0,0
cực đại,0,0
cực độ,0,0
cực lớn,0,0
cục mịch,0,0
cực nhỏ,0,0
cúi đầu,0,0
cùng,0,0
cùng bố khác mẹ,0,0
cứng cáp,0,0
cứng cát,0,0
cùng cha khác mẹ,0,0
cứng cổ,0,0
cứng đầu cứng cổ,0,0
cùng họ bố,0,0
cùng họ cha,0,0
cùng loại,0,0
cùng màu,0,0
cùng mầu,0,0
cùng mẹ khác bố,0,0
cùng mẹ khác cha,0,0
cùng một,0,0
cùng một tông,0,0
cùng nguồn gốc,0,0
cũng như thế,0,0
cũng như vậy,0,0
cứng rắn,0,0
cung tên,0,0
cùng thời,0,0
cũng vậy thôi,0,0
cuộc hẹn,0,0
cuối,0,0
cuối cấp,0,0
cuối tầu,0,0
cuộn,0,0
cuồn cuộn,0,0
cuốn đi,0,0
cuộn xoắn,0,0
cưỡng bách,0,0
cương nghị,0,0
cương quyết,0,0
cường tráng,0,0
cường tráng hơn,0,0
cụp,0,0
cụp xuống,0,0
cụt,0,0
cựu,0,0
cựu truyền,0,0
da,0,0
đa,0,0
đá,0,0
đã,0,0
đã bán,0,0
đã bay,0,0
đa bội,0,0
đa bội thể,0,0
đã cạn,0,0
đã cắt,0,0
đã chín,0,0
đã có đạn,0,0
đã cứng,0,0
đá cuội,0,0
đa dâm,0,0
đã đăng kí,0,0
đã đăng ký,0,0
da đen,0,0
đã đi khỏi,0,0
đa diện,0,0
đa dục,0,0
đã dùng rồi,0,0
đã được bán,0,0
đã được cải đạo,0,0
đã được cải thiện,0,0
đã được cạo,0,0
đã được khai sáng tâm linh,0,0
đã được nạp đạn,0,0
đã được tái sinh,0,0
đã được thừa nhận,0,0
đã ghi,0,0
đã hiểu,0,0
đã kết thúc,0,0
đã mài giũa,0,0
đã mài nhẵn,0,0
da màu,0,0
da mầu,0,0
đã nạp đạn,0,0
đã ngấu,0,0
đa nghĩa,0,0
đa phương,0,0
đã rắn,0,0
đa sắc,0,0
đá sỏi,0,0
đã sử dụng,0,0
đã thu,0,0
đa tiết,0,0
da trắng,0,0
đa trị,0,0
đã xén lông,0,0
đặc,0,0
đặc biệt,0,0
đắc cử,0,0
đặc điểm,0,0
đặc mệnh,0,0
đặc thù,0,0
đặc tính,0,0
dai,0,0
dài,0,0
đại,0,0
đại chúng,0,0
dài đến mắt cá,0,0
dài dòng,0,0
dài dòng văn tự,0,0
dài hạn,0,0
đại học,0,0
đại kết,0,0
dài lâu,0,0
đại lộ,0,0
đại lục,0,0
đại lý,0,0
dài ngày,0,0
đại số,0,0
đám,0,0
đàm,0,0
đẫm,0,0
đậm,0,0
đăm chiêu,0,0
đám cưới,0,0
đậm đặc,0,0
đầm đìa,0,0
đẫm đìa,0,0
đảm đương,0,0
đẫm nước,0,0
dẫn,0,0
dạn,0,0
đàn bà,0,0
đan chéo,0,0
dăn deo,0,0
dăn dúm,0,0
đạn dược,0,0
đàn hồi,0,0
dẫn nhập,0,0
đàn ông,0,0
dẫn ra,0,0
dân sự,0,0
dân tộc,0,0
dân tộc chủ nghĩa,0,0
đan xoắn,0,0
dẫn xuất,0,0
đáng,0,0
đắng,0,0
đáng ao ước,0,0
đang ấp ủ,0,0
đẳng cấp,0,0
dạng cầu,0,0
đang chảy,0,0
đang chờ,0,0
đáng chú ý,0,0
dạng cỏ,0,0
đáng để ý,0,0
đáng gờm,0,0
dạng hạt,0,0
dạng hình cầu,0,0
dạng hình sin,0,0
đàng hoàng,0,0
đang hoạt động,0,0
đẳng hướng,0,0
dạng ion,0,0
đáng kể,0,0
đáng khát khao,0,0
đáng khen,0,0
đáng khiển trách,0,0
đáng khoa khát,0,0
đằng kia,0,0
đáng kinh ngạc,0,0
đang lên,0,0
đáng lên án,0,0
đáng lưu ý,0,0
đáng mong muốn,0,0
đáng ngạc nhiên,0,0
đang ngủ,0,0
dạng người,0,0
đẳng nhiệt,0,0
đang nổi lên,0,0
đảng phái,0,0
dạng phôi thai,0,0
đằng sau,0,0
dạng sin,0,0
dạng số,0,0
dạng sừng,0,0
đáng thèm muốn,0,0
đáng thưởng,0,0
đãng trí,0,0
đang trị vì,0,0
đáng trích dẫn,0,0
đằng trước,0,0
đang tuổi thanh niên,0,0
đáng ước ao,0,0
đảng viên,0,0
đánh giá,0,0
đánh gục,0,0
đánh quị,0,0
đánh quỵ,0,0
đánh thuế,0,0
đảo,0,0
đạo,0,0
đảo chiều,0,0
đảo chiều được,0,0
đạo diễn,0,0
dao động,0,0
đáo hạn,0,0
đạo lí,0,0
đảo lộn được,0,0
đạo lý,0,0
đảo nghịch,0,0
đảo ngược được,0,0
đảo san hô,0,0
dập nổi,0,0
đạt,0,0
đất đai,0,0
dặt dẹo,0,0
đặt hướng,0,0
đất nước,0,0
Đặt trước,0,0
đặt và định quyền lợi nhiệm vụ,0,0
đầu,0,0
đầu cơ,0,0
đầu thai,0,0
đấu thầu,0,0
đấu trường,0,0
dấu vết,0,0
đau yếu,0,0
dày,0,0
dây,0,0
dầy,0,0
đẫy,0,0
đẩy,0,0
đầy bồ hóng,0,0
đầy bụi,0,0
dây cao su,0,0
dầy đặc,0,0
đầy hơi nước,0,0
đầy khí lực,0,0
đẩy lùi,0,0
đầy mạnh mẽ,0,0
đầy muội,0,0
đầy nhựa,0,0
đầy nước,0,0
đầy rẫy,0,0
đầy sinh lực,0,0
dày sương,0,0
dầy sương,0,0
đáy tàu,0,0
đầy tiếng nói,0,0
đầy uy lực,0,0
đầy uy quyền,0,0
đầy uy thế,0,0
dễ,0,0
đê,0,0
đẻ,0,0
dễ ảnh hưởng,0,0
dễ bị ảnh hưởng,0,0
dễ bị kích động,0,0
dễ bị kích thích,0,0
dễ cầm,0,0
dễ cháy,0,0
để che chở,0,0
dể chịu,0,0
để chứng minh,0,0
dễ dãi,0,0
dễ đáng ứng,0,0
dè dặt,0,0
dẽ dặt,0,0
dễ gây ảnh hưởng,0,0
để kéo,0,0
để không,0,0
dễ kiếm,0,0
dễ làm cho nguôi,0,0
dễ làm cho xuôi,0,0
để làm chứng cớ,0,0
để liên kết,0,0
đê mê,0,0
dễ mua,0,0
dễ nắn,0,0
dễ nhận,0,0
dễ nhận thấy,0,0
đệ nhất,0,0
để nối tiếp,0,0
dễ phạm sai lầm,0,0
dễ phản ứng,0,0
để phòng ngự,0,0
để phòng thủ,0,0
để phòng vệ,0,0
dễ phục tùng,0,0
dễ quy phục,0,0
dễ tha thứ,0,0
dễ thấy,0,0
để tiếp hợp,0,0
để trắng,0,0
để trống,0,0
đẻ trứng,0,0
đẻ trứng thai,0,0
dễ trượt,0,0
dễ tuột,0,0
dễ uốn,0,0
dễ uốn nắn,0,0
đế vương,0,0
để xác định,0,0
dễ xoa dịu,0,0
để ý,0,0
đêm đêm,0,0
đếm được,0,0
đệm vào,0,0
đến,0,0
đến được,0,0
đến hạn,0,0
đen huyền,0,0
đến kì,0,0
đến kì đòi,0,0
đến kỳ,0,0
đến kỳ đòi,0,0
đen láy,0,0
đen nhánh,0,0
đen sẫm,0,0
đen sì,0,0
đến thăm,0,0
đen trắng,0,0
dẻo,0,0
đeo,0,0
đẹp lòng,0,0
đẹp trai,0,0
đều,0,0
đều đều,0,0
dị bào,0,0
đi cùng,0,0
đi đất,0,0
dị dưỡng,0,0
dị giáo,0,0
đi kèm,0,0
đi làm,0,0
đi nghịch hành,0,0
đi ngược,0,0
đi qua,0,0
đi trước,0,0
đi trước người khác,0,0
di truyền,0,0
đi xuống,0,0
đi xuyên được,0,0
đi xuyên qua được,0,0
địa hạt,0,0
địa lí,0,0
địa lý,0,0
địa phương,0,0
dịch,0,0
diềm,0,0
điền kinh,0,0
điên người,0,0
diện tích,0,0
diễn viên,0,0
diễn xuất,0,0
điều hoà,0,0
điều khoản,0,0
điều kiện,0,0
điều lệ,0,0
điệu nhạc,0,0
điệu thấp,0,0
điệu thứ,0,0
dính,0,0
đinh ba,0,0
dính chắc,0,0
dính chặt,0,0
định cư,0,0
đỉnh điểm,0,0
định hướng,0,0
đính kèm,0,0
định kì,0,0
đình lại,0,0
dính liền,0,0
định nghĩa,0,0
định rõ,0,0
định sẵn,0,0
đít,0,0
dịu,0,0
do,0,0
đô,0,0
đỡ,0,0
dỡ bỏ,0,0
độ cao,0,0
đồ chơi,0,0
đô con,0,0
đỏ đắn,0,0
đồ dùng,0,0
đo được,0,0
độ lớn,0,0
đo lường được,0,0
đỏ ngàu,0,0
đỏ ngầu,0,0
do nhân dân,0,0
đồ sộ,0,0
đỏ thắm,0,0
đo vẽ địa hình,0,0
đoán chắc,0,0
đoan chính,0,0
đoạn đường,0,0
Đoạn phim,0,0
đoàn thể,0,0
đoạt giải nhất,0,0
đoạt quán quân,0,0
đoạt vô địch,0,0
dốc,0,0
độc,0,0
độc đáo,0,0
dốc đứng,0,0
dốc ngược,0,0
đọc nhấn mạnh,0,0
độc nhất vô nhị,0,0
độc thân,0,0
đôi,0,0
đối,0,0
đổi chiều,0,0
đời đời,0,0
đòi hỏi cao,0,0
đòi hỏi khắt khe,0,0
đối lại,0,0
đối nghịch,0,0
đối ngược,0,0
đối nhau,0,0
đối nội,0,0
đồi núi,0,0
đối xứng,0,0
đờm,0,0
dòn,0,0
đơn,0,0
đón chào,0,0
đơn chiếc,0,0
đơn độc,0,0
dồn đống,0,0
đơn giản,0,0
đơn hệ,0,0
đơn kháng thể,0,0
đơn lập,0,0
đơn ngôn ngữ,0,0
đơn ngữ,0,0
đơn nguyên,0,0
đơn sắc,0,0
đơn vị,0,0
đơn xin,0,0
dỏng,0,0
đóng,0,0
đồng,0,0
đọng,0,0
động,0,0
đồng bộ,0,0
đồng chất,0,0
đóng cửa,0,0
đông đá,0,0
dông dài,0,0
đồng đại,0,0
đồng dạng,0,0
đóng dấu,0,0
dòng dõi thấp hèn,0,0
dòng dõi thấp kém,0,0
dong dỏng cao,0,0
đông giá,0,0
đồng giới,0,0
đồng hóa,0,0
đóng kịch,0,0
đóng lại,0,0
đông lạnh,0,0
đồng lõa,0,0
động mạch,0,0
đồng màu,0,0
đồng mầu,0,0
đồng nghĩa,0,0
đồng nhất,0,0
đồng quê,0,0
đóng tạm,0,0
đồng thời,0,0
đồng tính,0,0
đồng tính luyến ái,0,0
động vật học,0,0
đồng ý làm theo,0,0
đốt cháy,0,0
đột ngột,0,0
dư,0,0
đủ,0,0
đừ,0,0
dự bị,0,0
du khách,0,0
du lịch,0,0
dựa,0,0
đùa bỡn,0,0
đua đòi,0,0
đục,0,0
đực,0,0
đui,0,0
đùm bọc,0,0
dụng,0,0
đứng,0,0
dùng để gảy,0,0
dung dị,0,0
dửng dưng,0,0
dựng đứng,0,0
đùng đùng,0,0
dựng lên,0,0
đúng lúc,0,0
dùng một lần,0,0
đứng ở một chỗ,0,0
đúng pháp luật,0,0
dùng rồi vứt đi,0,0
đứng thành hàng,0,0
đúng tiêu chuẩn,0,0
đứng yên một chỗ,0,0
được,0,0
được ban quyền công dân,0,0
được bao bọc,0,0
được bầu,0,0
được bầu chọn,0,0
được biết rõ,0,0
được biết tới,0,0
được bọc,0,0
được bọc lại,0,0
được bừa,0,0
được cài trước,0,0
được cạo,0,0
được cắt,0,0
được cắt nhỏ,0,0
được cày,0,0
được cầy,0,0
được cày bừa,0,0
được cầy bừa,0,0
được cày xới,0,0
được cầy xới,0,0
được chạm,0,0
được che,0,0
được che lại,0,0
được che phủ,0,0
được chỉnh,0,0
được chọn,0,0
được chuẩn bị,0,0
được chuyên môn hoá,0,0
được cưa ngắn,0,0
được cưng,0,0
được cứu,0,0
được cứu giúp,0,0
được cứu nạn,0,0
được cứu rỗi,0,0
được cứu vớt,0,0
được dâng hiến,0,0
được đánh dấu,0,0
được đặt ra,0,0
được đậy,0,0
được đề địa chỉ,0,0
được điều chỉnh,0,0
được đóng gói,0,0
được gà,0,0
được gài,0,0
được ghi địa chỉ,0,0
được gia tăng,0,0
được giảm nhẹ,0,0
được gói,0,0
được gói bọc,0,0
được gói ghém,0,0
được gói ghém lại,0,0
được gói lại,0,0
được hẹn,0,0
được hẹn gặp,0,0
được hiến,0,0
được hiến dâng,0,0
được hiến tặng,0,0
được hiểu rõ,0,0
được hộ tống,0,0
được hợp,0,0
được hưởng đặc ân,0,0
được hưởng đặc quyền,0,0
được làm cho bớt,0,0
được làm cho nhẹ đi,0,0
được lát,0,0
được mài sắc được làm sắc,0,0
được mồi,0,0
được mớm trước,0,0
được mướn,0,0
được mướn làm,0,0
được mướn làm việc,0,0
được nhận biết,0,0
được phím,0,0
được phòng giữ,0,0
được phủ,0,0
được quy định,0,0
được sinh ra,0,0
được tận dụng,0,0
được tăng,0,0
được tăng lên,0,0
được tạo ra,0,0
được tạo tác,0,0
được thắng yên,0,0
được tháp tùng,0,0
được thấy,0,0
được thừa nhận,0,0
được thuê,0,0
được thuê làm,0,0
được thuê làm việc,0,0
được tìm thấy,0,0
được tin,0,0
được trao quyền công dân,0,0
được trao tặng,0,0
được trùm,0,0
được trùm lại,0,0
được tuyển dụng,0,0
được ưu đãi,0,0
được vẽ theo tỉ lệ lớn,0,0
dưới,0,0
đuôi,0,0
dưới bề mặt,0,0
dưới đất,0,0
dưới lầu,0,0
dưới nhà,0,0
dưới nước,0,0
dưới quyền,0,0
dưới tầng,0,0
đuôi tầu,0,0
dương,0,0
đường,0,0
dưỡng bệnh,0,0
đường cong,0,0
dương gian,0,0
đường hầm,0,0
đường hàng không,0,0
dương thế,0,0
đương thời,0,0
dương tính,0,0
dút dát,0,0
đứt đoạn,0,0
đứt quãng,0,0
duy nhất,0,0
e dè,0,0
e lệ,0,0
e ngại,0,0
elip,0,0
em,0,0
eo,0,0
eo con kiến,0,0
eo ót,0,0
eo thon,0,0
flash-frozen,0,0
frozen,0,0
gạch,0,0
gai,0,0
gan,0,0
gàn,0,0
gần,0,0
gần đây nhất,0,0
gần hũi,0,0
gần kề,0,0
gần nhất,0,0
gần nhau,0,0
gần xích đạo,0,0
gang thép,0,0
gập,0,0
gấp ba,0,0
gấp ba lần,0,0
gấp đôi,0,0
gấp hai,0,0
gấp hai lần,0,0
gấp mười,0,0
gấp mười lần,0,0
gãy,0,0
gậy,0,0
gây gổ,0,0
gây ngạt,0,0
gây nghẹt,0,0
gây phấn khích,0,0
gây tê,0,0
ghế dài,0,0
ghép,0,0
ghép đôi,0,0
gỉ,0,0
già,0,0
giả,0,0
giả định,0,0
giá đồ,0,0
già đời,0,0
già giặn,0,0
giả mạo,0,0
gia nhập,0,0
gia súc,0,0
gia trưởng,0,0
giã từ,0,0
giai cấp tư sản,0,0
giải đấu,0,0
giai đoạn cuối,0,0
giai đoạn đầu,0,0
giải tán,0,0
giám mục,0,0
giảm sốt,0,0
gián đoạn,0,0
gian khó,0,0
giản tiện,0,0
gián tiếp,0,0
giáng,0,0
giao cho,0,0
giáo khu,0,0
giáo lý,0,0
giao thông,0,0
giáp,0,0
giáp lá cà,0,0
giàu,0,0
giàu có,0,0
giấu diếm,0,0
giấu kín,0,0
giấu tên,0,0
giàu thông tin,0,0
giày ống,0,0
gió,0,0
giới dục,0,0
giới hạn,0,0
giòn,0,0
giống,0,0
giọng,0,0
giống anh em,0,0
giống cái,0,0
giống chó,0,0
giống đất,0,0
giống đực,0,0
giống hề,0,0
giống hệt nhau,0,0
giống lính,0,0
giống người,0,0
giống như chị em,0,0
giống phôi,0,0
giống sừng,0,0
